날짜,측정소명,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2017-03-23,은평구,76,34,0.032,0.029,0.6,0.004
2017-03-24,은평구,61,34,0.023,0.032,0.5,0.004
2017-03-25,은평구,69,39,0.02,0.039,0.6,0.005
2017-03-26,은평구,67,43,0.027,0.032,0.6,0.005
2017-03-27,은평구,78,57,0.032,0.029,0.9,0.004
2017-03-28,은평구,83,56,0.023,0.039,0.8,0.005
2017-03-29,은평구,55,36,0.036,0.027,0.6,0.004
2017-03-30,은평구,68,37,0.03,0.032,0.6,0.004
2017-03-31,은평구,49,28,0.025,0.031,0.6,0.003
2017-04-01,은평구,25,16,0.034,0.02,0.5,0.003
2017-04-02,은평구,51,36,0.037,0.027,0.6,0.004
2017-04-03,은평구,82,51,0.032,0.046,0.8,0.006
2017-04-04,은평구,72,40,0.046,0.039,0.7,0.005
2017-04-05,은평구,39,22,0.027,0.043,0.6,0.004
2017-04-06,은평구,27,18,0.029,0.028,0.6,0.003
2017-04-07,은평구,39,24,0.028,0.034,0.6,0.003
2017-04-08,은평구,59,36,0.024,0.035,0.7,0.004
2017-04-09,은평구,38,22,0.037,0.018,0.6,0.003
2017-04-10,은평구,29,15,0.038,0.025,0.5,0.003
2017-04-11,은평구,65,23,0.038,0.029,0.5,0.003
2017-04-12,은평구,78,11,0.041,0.018,0.4,0.002
2017-04-13,은평구,75,25,0.038,0.031,0.6,0.004
2017-04-14,은평구,61,18,0.049,0.028,0.6,0.005
2017-04-15,은평구,72,31,0.048,0.032,0.7,0.006
2017-04-16,은평구,57,27,0.04,0.033,0.7,0.005
2017-04-17,은평구,48,24,0.026,0.038,0.7,0.003
2017-04-18,은평구,41,20,0.028,0.03,0.6,0.003
2017-04-19,은평구,95,15,0.035,0.021,0.5,0.002
2017-04-20,은평구,95,20,0.036,0.032,0.5,0.003
2017-04-21,은평구,75,21,0.034,0.033,0.6,0.003
2017-04-22,은평구,65,22,0.037,0.026,0.6,0.003
2017-04-23,은평구,57,22,0.043,0.03,0.6,0.004
2017-04-24,은평구,47,18,0.047,0.029,0.5,0.004
2017-04-25,은평구,68,31,0.05,0.03,0.6,0.005
2017-04-26,은평구,53,17,0.043,0.017,0.5,0.003
2017-04-27,은평구,58,16,0.04,0.023,0.5,0.003
2017-04-28,은평구,72,24,0.037,0.033,0.7,0.005
2017-04-29,은평구,69,27,0.042,0.032,0.7,0.005
2017-04-30,은평구,103,52,0.077,0.025,0.8,0.007
2017-05-01,은평구,92,46,0.063,0.026,0.7,0.004
2017-05-02,은평구,107,45,0.052,0.038,0.8,0.005
2017-05-03,은평구,77,31,0.073,0.029,0.6,0.004
2017-05-04,은평구,69,31,0.047,0.03,0.6,0.004
2017-05-05,은평구,67,25,0.046,0.016,0.5,0.003
2017-05-06,은평구,233,21,0.043,0.019,0.4,0.003
2017-05-07,은평구,104,17,0.044,0.022,0.5,0.003
2017-05-08,은평구,207,42,0.049,0.037,0.7,0.006
2017-05-09,은평구,140,34,0.026,0.033,0.6,0.004
2017-05-10,은평구,53,22,0.032,0.023,0.6,0.002
2017-05-11,은평구,76,35,0.04,0.035,0.7,0.004
2017-05-12,은평구,77,41,0.047,0.034,0.7,0.005
2017-05-13,은평구,56,24,0.045,0.025,0.6,0.003
2017-05-14,은평구,67,14,0.046,0.015,0.4,0.003
2017-05-15,은평구,59,9,0.039,0.018,0.4,0.004
2017-05-16,은평구,,,,,,
2017-05-17,은평구,49,23,0.048,0.024,0.4,0.009
2017-05-18,은평구,52,28,0.048,0.034,0.5,0.008
2017-05-19,은평구,49,25,0.041,0.034,0.4,0.008
2017-05-20,은평구,38,21,0.041,0.029,0.4,0.007
2017-05-21,은평구,31,19,0.039,0.025,0.4,0.005
2017-05-22,은평구,49,29,0.03,0.029,0.5,0.005
2017-05-23,은평구,35,21,0.023,0.026,0.4,0.006
2017-05-24,은평구,26,15,0.028,0.021,0.4,0.005
2017-05-25,은평구,39,15,0.034,0.025,0.4,0.005
2017-05-26,은평구,25,8,0.033,0.021,0.3,0.005
2017-05-27,은평구,33,14,0.036,0.028,0.4,0.005
2017-05-28,은평구,48,25,0.053,0.024,0.4,0.006
2017-05-29,은평구,73,40,0.053,0.028,0.5,0.007
2017-05-30,은평구,51,25,0.033,0.034,0.5,0.007
2017-05-31,은평구,37,21,0.029,0.033,0.4,0.007
2017-06-01,은평구,43,16,0.034,0.017,0.4,0.005
2017-06-02,은평구,29,11,0.036,0.018,0.3,0.005
2017-06-03,은평구,32,12,0.034,0.019,0.3,0.005
2017-06-04,은평구,26,10,0.039,0.021,0.4,0.005
2017-06-05,은평구,26,12,0.043,0.025,0.4,0.005
2017-06-06,은평구,24,12,0.035,0.022,0.4,0.005
2017-06-07,은평구,17,11,0.024,0.023,0.5,0.005
2017-06-08,은평구,45,27,0.042,0.024,0.6,0.005
2017-06-09,은평구,62,40,0.048,0.025,0.6,0.005
2017-06-10,은평구,47,23,0.039,0.019,0.4,0.005
2017-06-11,은평구,28,10,0.036,0.019,0.3,0.005
2017-06-12,은평구,36,14,0.049,0.017,0.4,0.003
2017-06-13,은평구,40,18,0.037,0.018,0.4,0.002
2017-06-14,은평구,49,22,0.047,0.019,0.4,0.002
2017-06-15,은평구,60,28,0.042,0.03,0.5,0.003
2017-06-16,은평구,75,40,0.062,0.03,0.6,0.004
2017-06-17,은평구,58,32,0.064,0.025,0.5,0.005
2017-06-18,은평구,45,26,0.055,0.019,0.4,0.002
2017-06-19,은평구,58,33,0.042,0.031,0.5,0.003
2017-06-20,은평구,55,30,0.052,0.029,0.4,0.002
2017-06-21,은평구,64,37,0.048,0.021,0.4,0.002
2017-06-22,은평구,42,26,0.046,0.02,0.3,0.002
2017-06-23,은평구,50,25,0.043,0.032,0.4,0.002
2017-06-24,은평구,45,24,0.026,0.042,0.5,0.004
2017-06-25,은평구,38,23,0.041,0.021,0.4,
2017-06-26,은평구,31,18,0.043,0.02,0.3,
2017-06-27,은평구,33,21,0.046,0.024,0.4,0.005
2017-06-28,은평구,57,34,0.045,0.027,0.4,0.006
2017-06-29,은평구,59,38,0.044,0.027,0.4,0.005
2017-06-30,은평구,64,38,0.049,0.019,0.4,0.004
2017-07-01,은평구,48,29,0.04,0.021,0.4,0.004
2017-07-02,은평구,30,16,0.021,0.016,0.2,0.004
2017-07-03,은평구,27,16,0.031,0.017,0.2,0.004
2017-07-04,은평구,40,26,0.043,0.015,0.2,0.005
2017-07-05,은평구,42,27,0.04,0.024,0.3,0.004
2017-07-06,은평구,47,35,0.055,0.025,0.4,0.004
2017-07-07,은평구,24,13,0.012,0.026,0.2,0.003
2017-07-08,은평구,28,18,0.021,0.021,0.2,0.004
2017-07-09,은평구,27,18,0.024,0.019,0.2,0.003
2017-07-10,은평구,12,8,0.018,0.021,0.1,0.003
2017-07-11,은평구,38,28,0.039,0.023,0.3,0.003
2017-07-12,은평구,40,29,0.047,0.02,0.4,0.003
2017-07-13,은평구,46,34,0.042,0.026,0.5,0.004
2017-07-14,은평구,46,34,0.033,0.029,0.4,0.004
2017-07-15,은평구,20,14,0.026,0.021,0.3,0.003
2017-07-16,은평구,18,13,0.024,0.016,0.2,0.003
2017-07-17,은평구,25,14,0.02,0.024,0.3,0.003
2017-07-18,은평구,25,17,0.033,0.023,0.3,0.003
2017-07-19,은평구,34,24,0.047,0.021,0.3,0.002
2017-07-20,은평구,53,38,0.046,0.028,0.5,0.004
2017-07-21,은평구,60,46,0.058,0.027,0.4,0.004
2017-07-22,은평구,56,40,0.04,0.027,0.4,0.004
2017-07-23,은평구,45,35,0.038,0.018,0.4,0.003
2017-07-24,은평구,37,20,0.017,0.025,0.5,0.002
2017-07-25,은평구,28,15,0.028,0.015,0.3,0.002
2017-07-26,은평구,18,10,0.039,0.019,0.3,0.003
2017-07-27,은평구,27,16,0.025,0.032,0.4,0.004
2017-07-28,은평구,25,16,0.013,0.028,0.5,0.004
2017-07-29,은평구,15,7,0.03,0.012,0.4,0.004
2017-07-30,은평구,21,16,0.044,0.012,0.3,0.004
2017-07-31,은평구,22,13,0.01,0.026,0.4,0.004
2017-08-01,은평구,22,13,0.031,0.022,0.2,0.004
2017-08-02,은평구,31,23,0.046,0.017,0.4,0.004
2017-08-03,은평구,23,16,0.039,0.022,0.5,0.004
2017-08-04,은평구,24,19,0.05,0.018,0.4,0.004
2017-08-05,은평구,25,21,0.049,0.015,0.4,0.003
2017-08-06,은평구,20,18,0.04,0.013,0.4,0.004
2017-08-07,은평구,30,22,0.054,0.011,0.4,0.003
2017-08-08,은평구,39,30,0.056,0.017,0.5,0.004
2017-08-09,은평구,30,24,0.042,0.016,0.4,0.004
2017-08-10,은평구,8,5,0.027,0.012,0.3,0.003
2017-08-11,은평구,9,5,0.03,0.013,0.2,0.003
2017-08-12,은평구,9,6,0.028,0.012,0.2,0.003
2017-08-13,은평구,8,5,0.024,0.008,0.2,0.003
2017-08-14,은평구,7,4,0.016,0.009,0.2,0.003
2017-08-15,은평구,6,3,0.018,0.005,0.1,0.003
2017-08-16,은평구,6,4,0.02,0.007,0.2,0.003
2017-08-17,은평구,11,6,0.017,0.016,0.2,0.003
2017-08-18,은평구,20,16,0.022,0.024,0.4,0.004
2017-08-19,은평구,20,14,0.029,0.016,0.5,0.003
2017-08-20,은평구,9,5,0.028,0.007,,0.003
2017-08-21,은평구,11,8,0.019,0.015,,0.003
2017-08-22,은평구,16,9,0.022,0.017,0.4,0.006
2017-08-23,은평구,17,9,0.009,0.014,0.3,0.004
2017-08-24,은평구,18,8,0.02,0.01,0.3,0.004
2017-08-25,은평구,23,12,0.028,0.016,0.4,0.004
2017-08-26,은평구,21,11,0.031,0.013,0.3,0.004
2017-08-27,은평구,20,12,0.024,0.016,0.3,0.003
2017-08-28,은평구,23,16,0.019,0.022,0.4,0.004
2017-08-29,은평구,17,8,0.03,0.007,0.2,0.003
2017-08-30,은평구,22,11,0.021,0.018,0.3,0.004
2017-08-31,은평구,33,21,0.03,0.018,0.5,0.003
2017-09-01,은평구,21,12,0.029,0.013,0.4,0.003
2017-09-02,은평구,25,17,0.036,0.014,0.4,0.003
2017-09-03,은평구,28,21,0.048,0.012,0.4,0.003
2017-09-04,은평구,27,21,0.04,0.02,0.5,0.003
2017-09-05,은평구,19,13,0.015,0.023,0.5,0.003
2017-09-06,은평구,23,16,0.015,0.024,0.5,0.003
2017-09-07,은평구,31,26,0.04,0.015,0.6,0.004
2017-09-08,은평구,43,31,0.035,0.02,0.8,0.004
2017-09-09,은평구,50,36,0.036,0.023,0.8,0.004
2017-09-10,은평구,43,34,0.032,0.019,0.7,0.003
2017-09-11,은평구,19,14,0.034,0.014,0.5,0.003
2017-09-12,은평구,24,13,0.029,0.017,0.5,0.003
2017-09-13,은평구,21,8,0.03,0.019,0.5,0.003
2017-09-14,은평구,22,10,0.028,0.02,0.5,0.003
2017-09-15,은평구,13,7,0.038,0.01,0.4,0.003
2017-09-16,은평구,9,5,0.034,0.008,0.3,0.003
2017-09-17,은평구,9,5,0.029,0.009,0.4,0.003
2017-09-18,은평구,19,11,0.029,0.017,0.5,0.003
2017-09-19,은평구,59,43,0.054,0.02,0.8,0.004
2017-09-20,은평구,21,9,0.031,0.016,0.5,0.003
2017-09-21,은평구,25,14,0.028,0.027,0.6,0.003
2017-09-22,은평구,27,20,0.042,0.026,0.6,0.004
2017-09-23,은평구,47,24,0.03,0.028,0.7,0.004
2017-09-24,은평구,57,36,0.048,0.015,0.7,0.003
2017-09-25,은평구,38,25,0.033,0.027,0.7,0.003
2017-09-26,은평구,41,27,0.042,0.031,0.7,0.004
2017-09-27,은평구,38,25,0.029,0.03,0.7,0.006
2017-09-28,은평구,21,8,0.033,0.017,0.5,0.006
2017-09-29,은평구,19,8,0.027,0.028,0.5,0.006
2017-09-30,은평구,30,18,0.027,0.036,0.7,0.007
2017-10-01,은평구,27,17,0.033,0.024,0.6,0.006
2017-10-02,은평구,18,11,0.036,0.016,0.6,0.005
2017-10-03,은평구,33,11,0.031,0.013,0.5,0.005
2017-10-04,은평구,19,8,0.027,0.015,0.5,0.005
2017-10-05,은평구,12,7,0.029,0.017,0.5,0.005
2017-10-06,은평구,11,7,0.028,0.015,0.5,0.005
2017-10-07,은평구,8,6,0.025,0.02,0.6,0.005
2017-10-08,은평구,15,13,0.031,0.024,0.7,0.006
2017-10-09,은평구,23,17,0.028,0.029,0.7,0.007
2017-10-10,은평구,24,17,0.016,0.034,0.8,0.006
2017-10-11,은평구,8,5,0.024,0.016,0.6,0.005
2017-10-12,은평구,17,10,0.016,0.021,0.6,0.005
2017-10-13,은평구,21,13,0.019,0.026,0.7,0.005
2017-10-14,은평구,18,10,0.028,0.022,0.7,0.005
2017-10-15,은평구,15,8,0.027,0.022,0.7,0.005
2017-10-16,은평구,25,14,0.023,0.028,0.7,0.005
2017-10-17,은평구,29,18,0.021,0.037,0.8,0.005
2017-10-18,은평구,22,12,0.027,0.026,0.7,0.005
2017-10-19,은평구,15,10,0.024,0.027,0.7,0.005
2017-10-20,은평구,26,15,0.024,0.033,0.8,0.005
2017-10-21,은평구,36,20,0.021,0.037,0.9,0.005
2017-10-22,은평구,18,11,0.031,0.02,0.8,0.005
2017-10-23,은평구,21,9,0.032,0.024,0.7,0.005
2017-10-24,은평구,25,14,0.019,0.036,0.7,0.005
2017-10-25,은평구,34,20,0.022,0.032,0.5,0.005
2017-10-26,은평구,43,25,0.022,0.038,0.6,0.006
2017-10-27,은평구,44,29,0.026,0.039,0.8,0.005
2017-10-28,은평구,37,24,0.03,0.033,0.6,0.005
2017-10-29,은평구,60,19,0.031,0.017,0.5,0.005
2017-10-30,은평구,34,12,0.026,0.021,0.5,0.005
2017-10-31,은평구,28,13,0.016,0.039,0.6,0.006
2017-11-01,은평구,32,18,0.023,0.038,0.7,0.007
2017-11-02,은평구,37,24,0.023,0.039,0.7,0.007
2017-11-03,은평구,31,22,0.032,0.023,0.6,0.006
2017-11-04,은평구,49,37,0.026,0.022,0.7,0.005
2017-11-05,은평구,29,22,0.019,0.031,0.7,0.006
2017-11-06,은평구,29,17,0.003,0.045,0.8,0.006
2017-11-07,은평구,30,19,0.003,0.054,0.9,0.006
2017-11-08,은평구,48,19,0.034,0.024,0.7,0.006
2017-11-09,은평구,50,23,0.012,0.044,0.8,0.006
2017-11-10,은평구,41,17,0.019,0.035,0.8,0.006
2017-11-11,은평구,79,13,0.021,0.021,0.7,0.005
2017-11-12,은평구,28,16,0.016,0.029,0.8,0.005
2017-11-13,은평구,36,21,0.01,0.042,1,0.006
2017-11-14,은평구,50,16,0.021,0.024,0.9,0.006
2017-11-15,은평구,28,11,0.022,0.022,0.8,0.006
2017-11-16,은평구,26,11,0.016,0.028,0.9,0.006
2017-11-17,은평구,37,19,0.006,0.046,1.1,0.006
2017-11-18,은평구,44,19,0.025,0.016,0.9,0.006
2017-11-19,은평구,29,11,0.022,0.021,1,0.006
2017-11-20,은평구,37,20,0.012,0.038,1.2,0.007
2017-11-21,은평구,41,21,0.008,0.044,0.9,0.006
2017-11-22,은평구,56,23,0.013,0.039,0.5,0.007
2017-11-23,은평구,26,10,0.017,0.026,0.3,0.006
2017-11-24,은평구,19,11,0.014,0.025,0.4,0.005
2017-11-25,은평구,23,14,0.007,0.041,0.5,0.005
2017-11-26,은평구,35,18,0.014,0.028,0.6,0.005
2017-11-27,은평구,44,25,0.007,0.048,0.7,0.006
2017-11-28,은평구,67,40,0.005,0.063,1,0.008
2017-11-29,은평구,59,19,0.017,0.026,0.5,0.006
2017-11-30,은평구,27,9,0.024,0.019,0.4,0.006
2017-12-01,은평구,29,15,0.016,0.034,0.6,0.006
2017-12-02,은평구,36,22,0.009,0.04,0.5,0.006
2017-12-03,은평구,50,36,0.007,0.041,0.7,0.005
2017-12-04,은평구,45,26,0.02,0.023,0.5,0.005
2017-12-05,은평구,24,12,0.021,0.022,0.3,0.004
2017-12-06,은평구,31,21,0.007,0.04,0.5,0.003
2017-12-07,은평구,43,30,0.014,0.033,0.6,0.004
2017-12-08,은평구,33,23,0.018,0.025,0.5,0.004
2017-12-09,은평구,36,22,0.006,0.045,0.7,0.004
2017-12-10,은평구,34,22,0.016,0.028,0.5,0.004
2017-12-11,은평구,61,12,0.02,0.015,0.4,0.003
2017-12-12,은평구,34,17,0.019,0.019,0.6,0.004
2017-12-13,은평구,37,19,0.017,0.026,0.7,0.004
2017-12-14,은평구,50,31,0.008,0.042,1,0.004
2017-12-15,은평구,72,51,0.004,0.062,1.4,0.005
2017-12-16,은평구,45,25,0.021,0.021,0.8,0.005
2017-12-17,은평구,43,13,0.024,0.022,0.6,0.004
2017-12-18,은평구,57,33,0.006,0.045,1,0.005
2017-12-19,은평구,52,22,0.018,0.024,0.8,0.004
2017-12-20,은평구,41,25,0.008,0.039,0.9,0.003
2017-12-21,은평구,47,33,0.006,0.045,1.2,0.004
2017-12-22,은평구,48,37,0.006,0.037,1.1,0.005
2017-12-23,은평구,106,84,0.011,0.029,0.9,0.004
2017-12-24,은평구,69,53,0.024,0.024,0.9,0.003
2017-12-25,은평구,32,16,0.026,0.014,0.5,0.003
2017-12-26,은평구,31,15,0.021,0.015,0.5,0.003
2017-12-27,은평구,31,16,0.018,0.014,0.5,0.003
2017-12-28,은평구,44,27,0.008,0.02,0.7,0.003
2017-12-29,은평구,90,63,0.01,0.026,1,0.004
2017-12-30,은평구,121,89,0.006,0.029,1.1,0.004
2017-12-31,은평구,67,33,0.024,0.018,0.8,0.003
